Order ID,Order Date,Region,Product Category,Sales Channel,Customer Segment,Quantity,Unit Price,Discount %,Revenue,Profit,Delivery Days,Returned,Customer Rating
ORD-10260,2024-08-19,East,Groceries,Retail Store,Corporate,5,736.06,5,3496.28,1196.36,8,No,5
ORD-10261,2024-05-15,East,Groceries,Retail Store,Consumer,6,31.47,15,160.5,40.05,12,No,1
ORD-10262,2025-02-14,North,Groceries,Retail Store,Small Business,21,92.44,0,1941.24,557.19,12,No,
ORD-10263,2025-02-18,East,Electronics,Online,Corporate,20,150.0,0,3000.0,867.49,9,No,5
ORD-10264,2024-07-02,East,Toys,Retail Store,Small Business,8,515.3,15,3504.04,918.63,6,No,
ORD-10265,2024-10-20,South,Electronics,Partner,Consumer,19,548.61,0,10423.59,-640.37,6,No,2
ORD-10266,2024-03-29,South,Apparel,Retail Store,Small Business,23,670.82,15,13114.53,-459.44,7,No,2
ORD-10267,2025-05-30,South,Apparel,Retail Store,Small Business,17,53.6,15,774.52,136.27,13,No,3
ORD-10268,2024-07-12,East,Electronics,Online,Small Business,23,743.53,10,15391.07,28.44,13,No,1
ORD-10269,2025-07-10,East,Groceries,Retail Store,Corporate,8,867.43,0,6939.44,-234.07,11,No,1
ORD-10270,2024-05-19,South,Apparel,Online,Small Business,22,437.09,15,8173.58,2172.23,3,No,2
ORD-10271,2024-11-02,South,Furniture,Retail Store,Small Business,23,131.99,10,2732.19,895.33,9,No,1
ORD-10272,2024-06-07,South,Toys,Online,Small Business,15,756.34,5,10777.84,697.0,6,No,1
ORD-10273,2024-02-14,East,Electronics,Retail Store,Consumer,9,276.99,0,2492.91,1.64,8,No,4
ORD-10274,2025-01-06,North,Groceries,Retail Store,Corporate,6,503.99,0,3023.94,-114.95,12,No,5
ORD-10275,2025-07-31,West,Groceries,Online,Small Business,4,582.37,5,2213.01,179.05,6,No,5
ORD-10276,2024-10-19,South,Toys,Online,Consumer,24,589.08,0,14137.92,4152.65,1,No,1
ORD-10277,2024-10-30,South,Groceries,Online,Small Business,6,866.01,10,4676.45,1567.53,12,No,2
ORD-10278,2025-01-23,South,Furniture,Retail Store,Consumer,21,743.67,0,15617.07,3054.19,6,No,1
ORD-10279,2024-02-29,West,Electronics,Online,Consumer,4,512.35,15,1741.99,291.24,8,Yes,1
ORD-10280,2024-11-02,South,Toys,Online,Consumer,19,565.71,0,10748.49,1521.92,7,No,
ORD-10281,2025-03-26,North,Apparel,Online,Small Business,7,200.36,0,1402.52,487.61,13,No,3
ORD-10282,2024-05-26,West,Groceries,Retail Store,Consumer,3,597.15,10,1612.3,224.67,11,No,5
ORD-10283,2024-06-17,East,Apparel,Partner,Consumer,10,8.75,20,70.0,10.81,9,No,4
ORD-10284,2025-04-16,South,Apparel,Retail Store,Small Business,18,818.29,20,11783.38,2709.41,13,No,5
ORD-10285,2024-12-05,West,Toys,Retail Store,Corporate,22,270.85,10,5362.83,1331.32,3,No,2
ORD-10286,2025-06-27,West,Electronics,Partner,Consumer,7,204.12,15,1214.51,-7.94,10,No,4
ORD-10287,2025-08-17,West,Apparel,Retail Store,Corporate,12,479.33,10,5176.76,-118.41,3,No,4
ORD-10288,2024-04-24,East,Furniture,Partner,Corporate,9,586.46,0,5278.14,176.79,8,No,4
ORD-10289,2025-08-09,North,Electronics,Retail Store,Small Business,24,464.3,10,10028.88,-433.88,8,No,4
ORD-10290,2025-07-17,North,Toys,Retail Store,Small Business,23,755.5,0,17376.5,2015.35,3,No,4
ORD-10291,2025-05-01,North,Electronics,Retail Store,Consumer,5,339.16,10,1526.22,-86.06,1,No,5
ORD-10292,2025-08-31,South,Furniture,Retail Store,Consumer,15,273.44,15,3486.36,803.9,14,No,4
ORD-10293,2024-04-27,East,Groceries,Partner,Small Business,6,333.45,20,1600.56,-118.72,5,No,1
ORD-10294,2025-01-16,West,Toys,Online,Small Business,24,474.61,0,11390.64,1101.72,6,No,2
ORD-10295,2025-09-09,South,Electronics,Retail Store,Corporate,2,833.19,15,1416.42,23.48,8,No,4
ORD-10296,2025-03-26,East,Electronics,Online,Consumer,1,441.8,0,441.8,87.09,5,No,5
ORD-10297,2025-01-24,East,Furniture,Retail Store,Consumer,19,788.49,10,13483.18,-911.75,3,No,4
ORD-10298,2025-05-10,West,Electronics,Retail Store,Consumer,2,71.77,10,129.19,34.42,8,No,1
ORD-10299,2025-09-17,South,Toys,Retail Store,Consumer,3,328.03,10,885.68,190.08,1,No,1
ORD-10300,2025-01-04,East,Apparel,Retail Store,Consumer,11,521.45,5,5449.15,478.18,8,No,1
ORD-10301,2024-01-22,North,Furniture,Partner,Consumer,15,789.27,10,10655.15,3020.54,3,No,3
ORD-10302,2024-10-06,South,Electronics,Partner,Consumer,17,892.27,0,15168.59,5726.56,13,No,1
ORD-10303,2025-03-12,East,Toys,Online,Consumer,21,93.6,20,1572.48,409.89,5,No,5
ORD-10304,2025-01-06,West,Toys,Retail Store,Consumer,21,224.46,20,3770.93,1026.12,11,No,3
ORD-10305,2025-05-30,South,Groceries,Online,Consumer,8,729.25,0,5834.0,-445.62,14,No,3
ORD-10306,2025-02-18,South,Apparel,Partner,Consumer,13,514.01,0,6682.13,-54.08,12,No,2
ORD-10307,2025-08-08,North,Toys,Online,Small Business,22,844.0,0,18568.0,7100.2,10,No,2
ORD-10308,2025-08-17,West,Groceries,Partner,Consumer,15,324.49,20,3893.88,1321.17,6,No,2
ORD-10309,2024-09-20,East,Toys,Online,Small Business,1,683.85,15,581.27,-40.67,1,No,3
ORD-10310,2024-07-24,North,Toys,Online,Consumer,10,778.34,15,6615.89,1898.39,3,No,
ORD-10311,2024-03-22,North,Electronics,Online,Corporate,19,310.34,0,5896.46,1111.3,1,No,2
ORD-10312,2024-01-29,North,Furniture,Partner,Corporate,11,297.44,15,2781.06,341.12,11,No,1
ORD-10313,2024-02-28,East,Apparel,Retail Store,Small Business,2,83.04,10,149.47,17.9,8,No,
ORD-10314,2024-11-20,West,Toys,Partner,Small Business,21,888.83,0,18665.43,5264.91,6,No,
ORD-10315,2024-01-20,North,Furniture,Retail Store,Corporate,7,132.68,20,743.01,97.79,9,No,4
ORD-10316,2025-07-22,East,Furniture,Online,Small Business,22,883.35,10,17490.33,4011.2,14,Yes,3
ORD-10317,2024-02-02,West,Groceries,Partner,Corporate,21,696.48,15,12432.17,1251.64,9,No,1
ORD-10318,2024-09-15,East,Electronics,Online,Small Business,18,430.81,15,6591.39,224.66,13,No,
ORD-10319,2025-10-01,South,Furniture,Partner,Consumer,4,58.85,10,211.86,10.5,10,No,5
ORD-10320,2024-06-01,South,Furniture,Partner,Consumer,24,770.84,20,14800.13,1412.14,12,No,3
ORD-10321,2025-05-25,West,Furniture,Retail Store,Consumer,21,821.56,20,13802.21,1130.62,1,No,5
ORD-10322,2024-01-16,East,Electronics,Online,Consumer,21,822.72,15,14685.55,2967.96,7,No,5
ORD-10323,2024-08-17,West,Electronics,Online,Consumer,9,23.58,15,180.39,17.53,6,No,5
ORD-10324,2024-10-12,South,Groceries,Retail Store,Corporate,16,198.87,10,2863.73,1137.28,3,No,2
ORD-10325,2024-03-31,South,Groceries,Retail Store,Small Business,1,439.57,0,439.57,98.96,8,No,4
ORD-10326,2024-02-23,West,Furniture,Online,Corporate,24,327.53,20,6288.58,2213.48,5,No,
ORD-10327,2024-04-24,South,Furniture,Partner,Small Business,1,124.38,0,124.38,11.92,13,No,3
ORD-10328,2025-02-10,West,Electronics,Retail Store,Consumer,14,308.89,15,3675.79,781.61,4,No,5
ORD-10329,2024-01-16,West,Electronics,Partner,Consumer,5,456.78,0,2283.9,649.2,1,No,
ORD-10330,2024-04-22,West,Electronics,Online,Consumer,16,873.68,10,12580.99,402.04,9,No,5
ORD-10331,2025-07-12,West,Toys,Online,Corporate,4,479.29,20,1533.73,621.54,14,No,5
ORD-10332,2024-03-15,East,Groceries,Online,Consumer,23,163.61,0,3763.03,68.57,1,No,4
ORD-10333,2025-01-06,West,Groceries,Partner,Corporate,1,296.51,0,296.51,57.64,12,No,5
ORD-10334,2024-10-02,West,Apparel,Online,Corporate,14,289.85,5,3855.01,1158.35,7,No,5
ORD-10335,2024-01-06,West,Furniture,Online,Consumer,20,453.44,0,9068.8,2282.74,2,No,
ORD-10336,2024-02-20,West,Apparel,Partner,Small Business,23,504.87,15,9870.21,767.98,10,No,3
ORD-10337,2025-04-26,South,Toys,Partner,Small Business,11,535.1,5,5591.8,1983.51,6,Yes,
ORD-10338,2025-02-06,East,Toys,Online,Small Business,9,553.47,15,4234.05,1349.22,11,No,4
ORD-10339,2024-09-28,West,Groceries,Partner,Consumer,16,772.65,0,12362.4,5188.57,2,No,2
ORD-10340,2025-06-20,South,Furniture,Partner,Consumer,17,156.37,0,2658.29,-10.03,11,No,1
ORD-10341,2024-02-14,West,Groceries,Online,Corporate,13,328.78,20,3419.31,-10.52,5,No,
ORD-10342,2025-01-08,East,Groceries,Retail Store,Small Business,22,723.88,10,14332.82,-515.98,7,No,3
ORD-10343,2024-04-24,South,Apparel,Partner,Consumer,21,433.11,20,7276.25,-560.56,3,No,3
ORD-10344,2025-06-17,West,Furniture,Retail Store,Consumer,20,336.84,0,6736.8,1334.56,1,No,2
ORD-10345,2024-02-29,East,Toys,Retail Store,Corporate,6,279.35,10,1508.49,61.72,14,No,
ORD-10346,2025-06-21,East,Apparel,Partner,Corporate,3,185.51,5,528.7,201.04,12,No,3
ORD-10347,2025-01-10,West,Electronics,Partner,Small Business,23,679.02,5,14836.59,4828.02,6,No,3
ORD-10348,2025-08-15,East,Furniture,Online,Small Business,20,176.49,20,2823.84,60.89,14,No,
ORD-10349,2025-04-01,North,Apparel,Online,Small Business,13,475.6,5,5873.66,1184.98,8,Yes,3
ORD-10350,2025-02-28,West,Apparel,Retail Store,Consumer,6,801.87,5,4570.66,803.96,14,No,5
ORD-10351,2024-08-25,East,Furniture,Partner,Corporate,13,489.79,15,5412.18,1648.63,13,No,
ORD-10352,2024-04-02,North,Furniture,Retail Store,Consumer,3,516.07,0,1548.21,532.7,4,No,3
ORD-10353,2024-02-26,North,Furniture,Partner,Small Business,23,305.35,20,5618.44,1651.62,14,No,1
ORD-10354,2025-02-20,South,Electronics,Partner,Consumer,21,135.24,0,2840.04,37.13,9,No,4
ORD-10355,2024-09-25,East,Electronics,Partner,Corporate,11,348.43,15,3257.82,571.72,7,No,
ORD-10356,2024-11-10,West,Groceries,Partner,Corporate,8,780.76,20,4996.86,362.19,3,No,1
ORD-10357,2025-07-03,South,Groceries,Retail Store,Corporate,15,592.41,15,7553.23,152.07,12,No,5
ORD-10358,2024-02-22,East,Groceries,Online,Corporate,1,482.11,5,458.0,13.67,8,No,1
ORD-10359,2024-08-02,West,Toys,Online,Consumer,20,411.88,15,7001.96,-358.09,7,No,
ORD-10360,2024-02-20,South,Furniture,Online,Small Business,3,733.8,5,2091.33,419.37,13,No,3
ORD-10361,2024-08-14,South,Groceries,Partner,Consumer,7,483.33,0,3383.31,602.62,8,No,1
ORD-10362,2024-04-03,East,Electronics,Partner,Corporate,14,205.27,20,2299.02,604.54,3,No,5
ORD-10363,2024-05-16,South,Electronics,Partner,Corporate,6,753.33,0,4519.98,1236.08,12,No,2
ORD-10364,2024-09-21,South,Groceries,Retail Store,Consumer,18,757.97,0,13643.46,1143.43,3,No,2
ORD-10365,2024-08-16,South,Toys,Partner,Consumer,23,88.76,5,1939.41,261.68,11,No,
ORD-10366,2024-02-09,North,Groceries,Retail Store,Corporate,4,593.46,0,2373.84,223.08,13,No,
ORD-10367,2024-07-24,North,Apparel,Online,Consumer,9,778.27,10,6303.99,978.55,13,No,4
ORD-10368,2024-11-03,East,Electronics,Online,Consumer,19,540.92,0,10277.48,2551.55,1,No,2
ORD-10369,2024-12-24,East,Apparel,Online,Consumer,16,226.42,15,3079.31,966.48,5,No,5
ORD-10370,2025-07-26,South,Apparel,Partner,Corporate,4,673.53,0,2694.12,406.0,1,No,4
ORD-10371,2025-08-16,West,Electronics,Partner,Corporate,14,583.9,0,8174.6,-342.38,12,No,5
ORD-10372,2024-06-16,East,Groceries,Online,Small Business,6,598.16,0,3588.96,1280.24,8,No,1
ORD-10373,2024-09-24,South,Electronics,Retail Store,Corporate,4,791.76,0,3167.04,595.38,2,No,3
ORD-10374,2024-09-08,East,Furniture,Retail Store,Consumer,19,484.24,10,8280.5,511.25,9,No,1
ORD-10375,2024-09-02,North,Toys,Online,Consumer,17,219.48,0,3731.16,612.66,13,Yes,4
ORD-10376,2024-08-03,East,Furniture,Online,Corporate,3,676.29,0,2028.87,236.63,9,No,2
ORD-10377,2025-08-06,South,Electronics,Online,Small Business,3,599.18,0,1797.54,552.7,9,Yes,
ORD-10378,2024-09-08,North,Electronics,Online,Small Business,20,306.88,0,6137.6,1880.73,3,No,2
ORD-10379,2024-03-27,East,Apparel,Retail Store,Corporate,19,829.16,0,15754.04,-1006.37,13,No,1
ORD-10380,2025-06-07,South,Furniture,Online,Consumer,5,718.9,20,2875.6,1099.77,11,No,5
ORD-10381,2024-03-09,East,Electronics,Online,Small Business,16,38.77,10,558.29,132.98,4,No,
ORD-10382,2025-01-09,South,Apparel,Retail Store,Small Business,3,587.6,0,1762.8,539.48,8,No,2
ORD-10383,2024-11-06,South,Electronics,Retail Store,Corporate,24,422.21,20,8106.43,2696.09,13,No,2
ORD-10384,2025-08-30,North,Toys,Retail Store,Consumer,21,851.62,0,17884.02,716.31,10,No,4
ORD-10385,2024-08-30,North,Apparel,Retail Store,Small Business,19,817.77,15,13206.99,4119.54,13,No,5
ORD-10386,2024-12-16,East,Apparel,Partner,Small Business,13,853.56,0,11096.28,4128.56,7,No,
ORD-10387,2024-11-03,West,Apparel,Retail Store,Corporate,20,19.64,0,392.8,87.35,8,No,2
ORD-10388,2025-07-12,West,Furniture,Partner,Consumer,3,321.57,20,771.77,50.99,2,No,1
ORD-10389,2025-03-28,North,Apparel,Online,Small Business,22,486.67,0,10706.74,2500.82,7,No,3
ORD-10390,2024-10-04,East,Groceries,Partner,Corporate,5,329.32,0,1646.6,122.32,6,No,4
ORD-10391,2024-07-12,South,Furniture,Online,Consumer,13,476.84,0,6198.92,913.01,13,No,2
ORD-10392,2024-12-26,West,Electronics,Online,Corporate,18,662.44,20,9539.14,2414.87,2,No,4
ORD-10393,2024-12-05,East,Apparel,Partner,Small Business,9,862.27,0,7760.43,1831.17,7,No,5
ORD-10394,2024-03-02,North,Apparel,Partner,Consumer,16,330.53,0,5288.48,1050.86,8,No,4
ORD-10395,2024-06-04,West,Toys,Online,Consumer,24,415.69,0,9976.56,3955.58,5,No,1
ORD-10396,2025-08-24,South,Toys,Partner,Small Business,17,46.77,5,755.34,181.85,5,No,1
ORD-10397,2024-10-25,North,Toys,Partner,Small Business,1,381.53,5,362.45,39.96,12,No,5
ORD-10398,2024-10-11,North,Groceries,Partner,Corporate,6,750.98,5,4280.59,1570.38,4,No,
ORD-10399,2024-06-15,East,Groceries,Online,Small Business,24,470.86,15,9605.54,661.02,7,No,5
ORD-10400,2024-07-10,South,Groceries,Partner,Corporate,10,802.66,5,7625.27,2928.28,7,No,5
ORD-10401,2024-09-23,West,Groceries,Retail Store,Consumer,13,291.07,20,3027.13,66.56,10,No,4
ORD-10402,2025-02-22,South,Furniture,Retail Store,Small Business,25,803.73,0,20093.25,3116.66,9,No,3
ORD-10403,2024-03-19,East,Groceries,Partner,Consumer,13,329.65,5,4071.18,203.0,13,No,
ORD-10404,2025-06-28,East,Toys,Online,Consumer,10,321.52,0,3215.2,1150.4,2,No,5
ORD-10405,2025-02-26,North,Electronics,Retail Store,Corporate,10,153.5,0,1535.0,523.14,13,Yes,2
ORD-10406,2025-02-13,South,Apparel,Partner,Consumer,16,726.13,0,11618.08,2159.75,9,No,5
ORD-10407,2024-10-22,West,Furniture,Online,Small Business,7,308.16,0,2157.12,-169.22,10,No,1
ORD-10408,2025-08-14,East,Apparel,Partner,Consumer,13,196.47,15,2170.99,-9.6,11,No,4
ORD-10409,2024-05-07,West,Groceries,Retail Store,Consumer,2,669.99,20,1071.98,261.27,12,No,4
ORD-10410,2024-10-08,East,Electronics,Partner,Consumer,25,545.0,20,10900.0,4054.19,5,No,2
ORD-10411,2025-08-05,North,Electronics,Online,Corporate,12,25.87,10,279.4,8.16,8,No,1
ORD-10412,2025-04-02,North,Groceries,Online,Small Business,17,57.89,5,934.92,311.98,2,No,1
ORD-10413,2024-10-28,South,Groceries,Partner,Consumer,11,479.97,0,5279.67,321.29,13,No,4
ORD-10414,2024-02-01,East,Furniture,Retail Store,Corporate,25,159.87,20,3197.4,-154.98,11,No,5
ORD-10415,2024-04-01,West,Toys,Online,Small Business,4,363.12,10,1307.23,462.53,1,No,4
ORD-10416,2024-12-03,South,Groceries,Retail Store,Corporate,3,579.39,10,1564.35,632.92,12,No,3
ORD-10417,2024-07-14,South,Groceries,Retail Store,Consumer,20,174.97,5,3324.43,-138.88,9,No,3
ORD-10418,2024-07-21,East,Furniture,Partner,Consumer,25,242.72,10,5461.2,2075.11,12,No,5
ORD-10419,2024-01-17,East,Electronics,Partner,Corporate,12,189.05,0,2268.6,530.37,10,No,2
ORD-10420,2024-12-29,East,Groceries,Retail Store,Consumer,4,44.6,0,178.4,57.49,8,No,2
ORD-10421,2024-04-19,West,Furniture,Online,Corporate,12,700.84,5,7989.58,2535.69,8,No,
ORD-10422,2025-06-24,East,Toys,Retail Store,Small Business,9,459.6,0,4136.4,-287.03,4,Yes,2
ORD-10423,2025-06-15,South,Apparel,Retail Store,Consumer,25,660.51,5,15687.11,-170.07,2,No,5
ORD-10424,2025-08-22,North,Toys,Retail Store,Consumer,13,29.7,20,308.88,6.79,10,No,
ORD-10425,2024-11-27,West,Groceries,Partner,Consumer,20,505.83,5,9610.77,-733.61,4,No,3
ORD-10426,2024-04-16,West,Electronics,Retail Store,Small Business,19,790.45,0,15018.55,3195.47,11,No,5
ORD-10427,2025-03-26,West,Electronics,Online,Corporate,19,653.41,0,12414.79,3053.44,14,Yes,1
ORD-10428,2025-04-25,West,Apparel,Online,Small Business,20,131.89,5,2505.91,98.48,4,No,3
ORD-10429,2025-08-02,North,Furniture,Online,Consumer,21,665.95,15,11887.21,4445.78,4,No,
ORD-10430,2025-04-22,North,Electronics,Partner,Small Business,13,220.2,0,2862.6,598.37,7,No,
ORD-10431,2024-06-06,North,Apparel,Online,Consumer,1,433.57,0,433.57,140.27,3,No,4
ORD-10432,2024-11-27,North,Electronics,Online,Consumer,17,709.32,5,11455.52,2267.59,14,No,4
ORD-10433,2025-07-29,North,Toys,Partner,Consumer,20,537.13,20,8594.08,2154.73,10,No,3
ORD-10434,2025-02-10,South,Electronics,Partner,Corporate,18,671.77,0,12091.86,294.79,12,No,5
ORD-10435,2024-07-31,East,Apparel,Partner,Consumer,4,553.35,0,2213.4,-79.86,4,No,
ORD-10436,2025-01-11,South,Groceries,Retail Store,Small Business,10,281.74,0,2817.4,586.35,6,No,
ORD-10437,2024-03-21,South,Electronics,Partner,Corporate,2,106.73,15,181.44,26.82,7,No,4
ORD-10438,2024-08-03,North,Electronics,Partner,Small Business,1,754.28,15,641.14,-8.0,7,No,1
ORD-10439,2025-09-25,East,Groceries,Retail Store,Corporate,15,233.64,0,3504.6,-230.68,7,No,1
ORD-10440,2025-03-29,East,Furniture,Retail Store,Consumer,21,592.03,5,11811.0,-867.16,9,No,2
ORD-10441,2024-08-24,North,Toys,Online,Corporate,12,829.21,0,9950.52,3157.3,9,No,
ORD-10442,2024-02-06,North,Groceries,Partner,Consumer,14,566.14,0,7925.96,3192.75,3,No,4
ORD-10443,2024-02-24,North,Toys,Partner,Consumer,8,844.46,5,6417.9,186.31,13,No,5
ORD-10444,2024-09-23,West,Apparel,Partner,Small Business,23,110.91,0,2550.93,8.21,12,No,3
ORD-10445,2024-09-11,South,Groceries,Partner,Corporate,9,864.73,0,7782.57,1783.31,11,No,5
ORD-10446,2025-08-28,West,Furniture,Retail Store,Consumer,21,67.12,0,1409.52,-67.7,2,No,
ORD-10447,2024-03-16,West,Groceries,Partner,Small Business,3,132.3,0,396.9,104.69,5,No,1
ORD-10448,2024-04-12,South,Groceries,Retail Store,Small Business,10,358.33,15,3045.8,1093.54,14,No,2
ORD-10449,2024-11-26,South,Furniture,Online,Consumer,1,352.24,20,281.79,90.58,11,No,2
ORD-10450,2025-10-01,South,Electronics,Partner,Small Business,7,70.02,0,490.14,104.64,11,No,1
ORD-10451,2024-02-16,West,Furniture,Retail Store,Small Business,16,91.91,0,1470.56,-52.25,10,No,
ORD-10452,2024-03-07,East,Groceries,Retail Store,Small Business,1,245.15,0,245.15,68.97,3,No,5
ORD-10453,2024-09-14,North,Groceries,Online,Consumer,12,153.78,15,1568.56,98.25,7,No,1
ORD-10454,2024-07-17,South,Furniture,Partner,Corporate,25,348.84,0,8721.0,448.79,1,No,
ORD-10455,2025-01-21,West,Groceries,Retail Store,Consumer,8,257.25,5,1955.1,-48.99,9,Yes,3
ORD-10456,2024-04-05,South,Apparel,Retail Store,Corporate,4,439.04,0,1756.16,-87.18,4,No,2
ORD-10457,2025-01-04,North,Apparel,Online,Small Business,16,218.98,0,3503.68,109.32,12,No,4
ORD-10458,2025-09-17,North,Apparel,Online,Small Business,4,58.61,5,222.72,1.19,14,No,1
ORD-10459,2024-04-13,South,Electronics,Online,Corporate,16,242.45,5,3685.24,867.87,2,No,2
ORD-10460,2025-01-04,West,Electronics,Retail Store,Consumer,4,634.61,5,2411.52,421.46,11,No,4
ORD-10461,2024-01-26,South,Apparel,Retail Store,Small Business,22,667.71,10,13220.66,2941.12,11,No,1
ORD-10462,2025-01-31,East,Groceries,Partner,Small Business,24,42.37,20,813.5,8.84,4,No,4
ORD-10463,2025-04-14,East,Electronics,Retail Store,Consumer,15,199.19,0,2987.85,1014.77,5,Yes,2
ORD-10464,2025-08-20,South,Furniture,Online,Corporate,3,364.78,15,930.19,366.68,4,No,3
ORD-10465,2025-01-17,South,Toys,Online,Corporate,24,445.43,0,10690.32,224.01,13,No,2
ORD-10466,2024-08-19,West,Groceries,Partner,Small Business,2,369.25,0,738.5,-50.6,6,No,1
ORD-10467,2024-01-01,West,Furniture,Retail Store,Small Business,20,731.5,10,13167.0,2553.49,7,No,2
ORD-10468,2024-09-03,South,Toys,Online,Small Business,4,250.13,5,950.49,-11.76,6,No,1
ORD-10469,2024-08-27,West,Apparel,Retail Store,Corporate,6,76.8,20,368.64,134.25,11,No,1
ORD-10470,2024-10-02,North,Apparel,Online,Corporate,4,51.17,20,163.74,-7.32,13,No,1
ORD-10471,2025-03-06,North,Electronics,Retail Store,Consumer,17,342.28,0,5818.76,988.01,9,No,5
ORD-10472,2025-01-13,East,Toys,Partner,Corporate,18,177.45,0,3194.1,34.38,12,No,5
ORD-10473,2024-08-30,North,Apparel,Partner,Small Business,12,860.89,0,10330.68,-531.61,11,No,1
ORD-10474,2024-12-01,South,Electronics,Retail Store,Corporate,15,430.44,15,5488.11,1716.93,4,No,
ORD-10475,2024-07-31,South,Toys,Retail Store,Small Business,14,363.94,0,5095.16,1396.63,7,No,3
ORD-10476,2025-01-08,North,Furniture,Online,Small Business,8,577.62,0,4620.96,-55.46,7,No,3
ORD-10477,2024-03-20,East,Apparel,Retail Store,Small Business,19,411.44,0,7817.36,2339.03,6,No,3
ORD-10478,2024-01-19,East,Furniture,Partner,Small Business,13,335.89,15,3711.58,81.69,4,Yes,4
ORD-10479,2024-07-20,East,Groceries,Online,Consumer,25,766.0,15,16277.5,3590.22,14,No,4
ORD-10480,2024-02-16,East,Furniture,Online,Consumer,1,537.99,5,511.09,163.14,14,No,
ORD-10481,2024-09-11,South,Electronics,Online,Consumer,6,210.82,0,1264.92,-28.95,2,No,1
ORD-10482,2025-04-26,East,Groceries,Retail Store,Small Business,3,472.48,0,1417.44,225.97,5,No,
ORD-10483,2024-03-26,North,Groceries,Partner,Corporate,6,242.67,0,1456.02,-20.56,14,Yes,2
ORD-10484,2024-12-15,North,Toys,Online,Small Business,16,131.25,10,1890.0,248.36,5,Yes,
ORD-10485,2024-08-22,North,Groceries,Partner,Consumer,3,722.78,0,2168.34,33.93,12,No,3
ORD-10486,2024-08-24,West,Toys,Online,Consumer,3,743.24,5,2118.23,34.66,10,No,
ORD-10487,2025-04-13,East,Furniture,Partner,Consumer,25,236.39,5,5614.26,-362.39,12,No,1
ORD-10488,2025-06-09,West,Groceries,Partner,Consumer,7,577.62,15,3436.84,1274.77,4,No,5
ORD-10489,2024-09-24,East,Furniture,Partner,Small Business,6,60.51,5,344.91,89.88,12,No,3
ORD-10490,2024-11-19,East,Toys,Online,Corporate,24,279.21,20,5360.83,-297.32,9,No,1
ORD-10491,2024-06-28,North,Furniture,Partner,Small Business,15,32.05,0,480.75,86.85,6,No,5
ORD-10492,2025-05-02,North,Toys,Partner,Corporate,10,699.01,0,6990.1,969.18,2,No,5
ORD-10493,2025-06-09,West,Furniture,Partner,Corporate,15,289.83,5,4130.08,774.35,13,Yes,2
ORD-10494,2025-09-25,East,Electronics,Online,Consumer,4,693.39,0,2773.56,968.26,9,No,
ORD-10495,2025-04-22,East,Toys,Retail Store,Small Business,2,273.48,0,546.96,-20.32,7,Yes,
ORD-10496,2024-02-22,South,Electronics,Partner,Consumer,10,819.28,15,6963.88,1880.8,6,No,4
ORD-10497,2025-09-10,West,Apparel,Partner,Corporate,6,219.49,5,1251.09,126.63,4,No,4
ORD-10498,2024-04-29,West,Electronics,Retail Store,Consumer,9,848.94,15,6494.39,2586.06,10,No,3
ORD-10499,2025-02-06,South,Furniture,Retail Store,Consumer,24,709.72,15,14478.29,5121.13,9,No,1
ORD-10500,2024-01-29,South,Groceries,Partner,Corporate,17,424.95,15,6140.53,471.11,12,Yes,2
ORD-10501,2024-07-11,South,Apparel,Partner,Corporate,2,740.4,20,1184.64,-88.6,13,No,4
ORD-10502,2024-02-10,East,Electronics,Retail Store,Corporate,11,208.99,0,2298.89,246.73,6,No,3
ORD-10503,2024-10-17,West,Electronics,Partner,Small Business,8,16.27,15,110.64,32.95,4,No,
ORD-10504,2024-06-24,East,Furniture,Retail Store,Corporate,10,231.63,15,1968.86,669.12,3,No,4
ORD-10505,2024-12-10,East,Electronics,Online,Small Business,12,806.82,0,9681.84,3452.26,9,No,
ORD-10506,2025-07-14,South,Apparel,Partner,Corporate,11,425.85,5,4450.13,447.02,2,No,
ORD-10507,2024-11-30,North,Electronics,Retail Store,Small Business,1,208.25,0,208.25,-11.19,14,No,5
ORD-10508,2025-02-15,West,Groceries,Retail Store,Corporate,16,858.89,0,13742.24,3942.21,5,Yes,2
ORD-10509,2025-08-10,North,Electronics,Retail Store,Corporate,20,530.8,20,8492.8,1088.83,11,No,1
ORD-10510,2024-08-01,North,Groceries,Partner,Small Business,18,330.14,15,5051.14,-315.99,10,No,3
ORD-10511,2024-01-25,East,Furniture,Partner,Small Business,14,898.86,0,12584.04,1237.1,4,Yes,4
ORD-10512,2024-02-29,West,Furniture,Online,Corporate,12,795.38,15,8112.88,1934.7,2,No,1
ORD-10513,2024-12-01,West,Groceries,Partner,Small Business,11,466.41,0,5130.51,-382.64,14,No,4
ORD-10514,2025-01-22,North,Toys,Partner,Corporate,6,169.09,15,862.36,-45.96,1,No,4
ORD-10515,2024-01-24,West,Toys,Online,Small Business,23,810.9,0,18650.7,497.78,3,No,3
ORD-10516,2024-02-01,East,Apparel,Online,Corporate,5,543.89,0,2719.45,76.73,11,No,
ORD-10517,2024-04-04,South,Electronics,Partner,Corporate,11,813.4,0,8947.4,322.48,14,No,1
ORD-10518,2025-09-09,North,Furniture,Partner,Corporate,7,878.54,15,5227.31,1442.96,12,No,2
ORD-10519,2025-03-10,West,Toys,Online,Consumer,2,442.12,0,884.24,326.14,9,No,3
